fecha,valor,indicador,region
2015-03-12,742.0919769999999,Demanda,galicia
2015-03-13,683.9333,Demanda,principado de asturias
2015-03-14,639.038519,Demanda,pais vasco
2015-03-15,756.961293,Demanda,la rioja
2015-03-16,773.8813220000001,Demanda,cataluña
2015-03-17,778.7746800000001,Demanda,cantabria
2015-03-18,725.746383,Demanda,comunidad de madrid
2015-03-19,748.690134,Demanda,cantabria
2015-03-20,692.449444,Demanda,comunidad de valenciana
2015-03-21,643.671461,Demanda,castilla la mancha
2015-03-22,770.191421,Demanda,canarias
2015-03-23,788.329454,Demanda,castilla y leon
2015-03-24,783.474768,Demanda,melilla
2015-03-25,774.783358,Demanda,cataluña
2015-03-26,747.182605,Demanda,comunidad de valenciana
2015-03-27,658.0089830000001,Demanda,cataluña
2015-03-28,569.315019,Demanda,la rioja
2015-03-29,688.471645,Demanda,la rioja
2015-03-30,695.789839,Demanda,comunidad de valenciana
2015-03-31,686.214746,Demanda,region de murcia
2015-04-01,607.0055520000001,Demanda,andalucia
2015-04-02,552.208451,Demanda,baleares
2015-04-03,582.323752,Demanda,castilla la mancha
2015-04-04,556.138649,Demanda,castilla la mancha
2015-04-05,610.002313,Demanda,cantabria
2015-04-06,691.830242,Demanda,cataluña
2015-04-07,713.967196,Demanda,la rioja
2015-04-08,721.5317879999999,Demanda,region de murcia
2015-04-09,715.078518,Demanda,galicia
2015-04-10,648.069159,Demanda,baleares
2015-04-11,591.2302020000001,Demanda,castilla la mancha
2015-04-12,687.0322090000001,Demanda,comunidad de valenciana
2015-04-13,705.415927,Demanda,principado de asturias
2015-04-14,715.115209,Demanda,comunidad de navarra
2015-04-15,715.549262,Demanda,ceuta
2015-04-16,706.7996909999999,Demanda,extremadura
2015-04-17,634.399738,Demanda,galicia
2015-04-18,582.136363,Demanda,cataluña
2015-04-19,687.436748,Demanda,galicia
2015-04-20,701.522293,Demanda,region de murcia
2015-04-21,699.561995,Demanda,cataluña
2015-04-22,687.646922,Demanda,aragon
2015-04-23,692.39706,Demanda,comunidad de valenciana
2015-04-24,634.9237469999999,Demanda,peninsular
2015-04-25,587.983225,Demanda,aragon
2015-04-26,692.629422,Demanda,galicia
2015-04-27,700.042293,Demanda,castilla la mancha
2015-04-28,703.500731,Demanda,andalucia
2015-04-29,704.052471,Demanda,comunidad de navarra
2015-04-30,578.718608,Demanda,canarias
2015-05-01,600.61852,Demanda,la rioja
2015-05-02,579.556659,Demanda,peninsular
2015-05-03,696.814532,Demanda,la rioja
2015-05-04,712.692424,Demanda,comunidad de valenciana
2015-05-05,709.631066,Demanda,castilla la mancha
2015-05-06,709.582216,Demanda,principado de asturias
2015-05-07,713.3946609999999,Demanda,andalucia
2015-05-08,645.3429179999999,Demanda,ceuta
2015-05-09,592.540844,Demanda,region de murcia
2015-05-10,708.2055720000001,Demanda,cantabria
2015-05-11,733.578843,Demanda,andalucia
2015-05-12,744.739728,Demanda,aragon
2015-05-13,759.6923270000001,Demanda,castilla y leon
2015-05-14,715.045092,Demanda,pais vasco
2015-05-15,648.700189,Demanda,castilla y leon
2015-05-16,596.7282879999999,Demanda,galicia
2015-05-17,712.9105069999999,Demanda,aragon
2015-05-18,725.028289,Demanda,ceuta
2015-05-19,709.0207340000001,Demanda,aragon
2015-05-20,704.1453469999999,Demanda,castilla y leon
2015-05-21,703.305968,Demanda,extremadura
2015-05-22,638.600423,Demanda,cataluña
2015-05-23,580.677024,Demanda,la rioja
2015-05-24,690.496615,Demanda,castilla la mancha
2015-05-25,711.0598170000001,Demanda,comunidad de madrid
2015-05-26,718.112337,Demanda,galicia
2015-05-27,727.1697730000001,Demanda,la rioja
2015-05-28,718.6258819999999,Demanda,comunidad de madrid
2015-05-29,646.3739129999999,Demanda,andalucia
2015-05-30,593.3329590000001,Demanda,extremadura
2015-05-31,706.5871559999999,Demanda,la rioja
2015-06-01,738.775926,Demanda,baleares
2015-06-02,747.469967,Demanda,region de murcia
2015-06-03,730.593034,Demanda,comunidad de valenciana
2015-06-04,742.351461,Demanda,andalucia
2015-06-05,678.371769,Demanda,castilla y leon
2015-06-06,620.985501,Demanda,aragon
2015-06-07,745.772122,Demanda,extremadura
2015-06-08,757.9722360000001,Demanda,canarias
2015-06-09,757.784264,Demanda,castilla y leon
2015-06-10,743.655657,Demanda,baleares
2015-06-11,726.7833390000001,Demanda,comunidad de navarra
2015-06-12,649.586247,Demanda,andalucia
2015-06-13,589.719277,Demanda,castilla la mancha
2015-06-14,700.468742,Demanda,comunidad de navarra
2015-06-15,708.04332,Demanda,extremadura
2015-06-16,718.026337,Demanda,comunidad de madrid
2015-06-17,728.234631,Demanda,la rioja
2015-06-18,739.8704710000001,Demanda,principado de asturias
2015-06-19,677.987663,Demanda,ceuta
2015-06-20,623.496304,Demanda,ceuta
2015-06-21,746.9783050000001,Demanda,la rioja
2015-06-22,749.632438,Demanda,ceuta
2015-06-23,709.073974,Demanda,canarias
2015-06-24,756.207487,Demanda,extremadura
2015-06-25,773.092054,Demanda,aragon
2015-06-26,718.758663,Demanda,canarias
2015-06-27,668.290933,Demanda,comunidad de valenciana
2015-06-28,802.343029,Demanda,region de murcia
2015-06-29,825.913225,Demanda,pais vasco
2015-06-30,818.1658199999999,Demanda,ceuta
2015-07-01,807.298837,Demanda,cataluña
2015-07-02,813.047623,Demanda,comunidad de navarra
2015-07-03,735.000465,Demanda,comunidad de valenciana
2015-07-04,690.986862,Demanda,cataluña
2015-07-05,833.841194,Demanda,peninsular
2015-07-06,866.486534,Demanda,aragon
2015-07-07,861.343857,Demanda,comunidad de valenciana
2015-07-08,842.680316,Demanda,castilla la mancha
2015-07-09,830.759229,Demanda,melilla
2015-07-10,740.5086409999999,Demanda,ceuta
2015-07-11,681.004161,Demanda,andalucia
2015-07-12,824.91433,Demanda,pais vasco
2015-07-13,849.611333,Demanda,peninsular
2015-07-14,854.102621,Demanda,region de murcia
2015-07-15,852.06323,Demanda,comunidad de madrid
2015-07-16,849.281647,Demanda,canarias
2015-07-17,753.322967,Demanda,pais vasco
2015-07-18,684.999194,Demanda,melilla
2015-07-19,841.224942,Demanda,baleares
2015-07-20,865.146926,Demanda,pais vasco
2015-07-21,856.068072,Demanda,region de murcia
2015-07-22,851.9794449999999,Demanda,pais vasco
2015-07-23,843.688292,Demanda,ceuta
2015-07-24,730.897456,Demanda,castilla y leon
2015-07-25,673.201906,Demanda,comunidad de valenciana
2015-07-26,816.558257,Demanda,comunidad de madrid
2015-07-27,833.869765,Demanda,pais vasco
2015-07-28,844.7230010000001,Demanda,aragon
2015-07-29,819.958886,Demanda,galicia
2015-07-30,779.003323,Demanda,la rioja
2015-07-31,680.361086,Demanda,andalucia
2015-08-01,635.7962610000001,Demanda,castilla la mancha
2015-08-02,774.254262,Demanda,aragon
2015-08-03,786.083344,Demanda,principado de asturias
2015-08-04,794.417385,Demanda,castilla y leon
2015-08-05,793.6882169999999,Demanda,pais vasco
2015-08-06,801.217924,Demanda,principado de asturias
2015-08-07,711.36327,Demanda,galicia
2015-08-08,636.476179,Demanda,melilla
2015-08-09,744.3641230000001,Demanda,baleares
2015-08-10,762.740052,Demanda,andalucia
2015-08-11,767.7219399999999,Demanda,principado de asturias
2015-08-12,753.532812,Demanda,comunidad de madrid
2015-08-13,713.3190010000001,Demanda,la rioja
2015-08-14,621.537814,Demanda,cantabria
2015-08-15,594.5353789999999,Demanda,castilla y leon
2015-08-16,697.936416,Demanda,region de murcia
2015-08-17,706.652476,Demanda,castilla la mancha
2015-08-18,709.229608,Demanda,pais vasco
2015-08-19,731.671914,Demanda,cantabria
2015-08-20,745.031982,Demanda,comunidad de madrid
2015-08-21,675.418314,Demanda,baleares
2015-08-22,614.465919,Demanda,cataluña
2015-08-23,710.603426,Demanda,cataluña
2015-08-24,735.562748,Demanda,andalucia
2015-08-25,752.911303,Demanda,cantabria
2015-08-26,764.243524,Demanda,peninsular
2015-08-27,768.62278,Demanda,andalucia
2015-08-28,700.909286,Demanda,castilla la mancha
2015-08-29,653.032965,Demanda,region de murcia
2015-08-30,782.342091,Demanda,principado de asturias
2015-08-31,781.6004810000001,Demanda,aragon
2015-09-01,773.1379549999999,Demanda,extremadura
2015-09-02,755.240694,Demanda,ceuta
2015-09-03,732.691965,Demanda,principado de asturias
2015-09-04,645.7949980000001,Demanda,region de murcia
2015-09-05,591.063167,Demanda,comunidad de navarra
2015-09-06,699.849007,Demanda,galicia
2015-09-07,702.432005,Demanda,pais vasco
2015-09-08,722.409942,Demanda,la rioja
2015-09-09,728.505804,Demanda,cantabria
2015-09-10,701.6230899999999,Demanda,comunidad de valenciana
2015-09-11,652.086767,Demanda,pais vasco
2015-09-12,599.682057,Demanda,comunidad de valenciana
2015-09-13,703.99829,Demanda,comunidad de navarra
2015-09-14,721.88188,Demanda,galicia
2015-09-15,731.46857,Demanda,aragon
2015-09-16,716.961823,Demanda,region de murcia
2015-09-17,709.6246189999999,Demanda,extremadura
2015-09-18,641.7029279999999,Demanda,castilla la mancha
2015-09-19,590.65805,Demanda,canarias
2015-09-20,709.595849,Demanda,extremadura
2015-09-21,729.2472439999999,Demanda,canarias
2015-09-22,725.527873,Demanda,principado de asturias
2015-09-23,716.0226389999999,Demanda,comunidad de madrid
2015-09-24,713.482173,Demanda,melilla
2015-09-25,641.495081,Demanda,comunidad de valenciana
2015-09-26,588.066446,Demanda,andalucia
2015-09-27,699.25072,Demanda,ceuta
2015-09-28,712.3067120000001,Demanda,galicia
2015-09-29,709.9382979999999,Demanda,peninsular
2015-09-30,710.3403619999999,Demanda,region de murcia
2015-10-01,710.143781,Demanda,ceuta
2015-10-02,637.119214,Demanda,principado de asturias
2015-10-03,591.918854,Demanda,canarias
2015-10-04,714.002393,Demanda,comunidad de navarra
2015-10-05,721.391469,Demanda,baleares
2015-10-06,712.141884,Demanda,canarias
2015-10-07,708.634682,Demanda,castilla la mancha
2015-10-08,689.071367,Demanda,comunidad de navarra
2015-10-09,624.383868,Demanda,cataluña
2015-10-10,577.053306,Demanda,extremadura
2015-10-11,591.151662,Demanda,galicia
2015-10-12,693.736095,Demanda,ceuta
2015-10-13,702.3269429999999,Demanda,castilla la mancha
2015-10-14,701.62947,Demanda,cantabria
2015-10-15,702.415798,Demanda,peninsular
2015-10-16,634.734343,Demanda,comunidad de madrid
2015-10-17,585.8550919999999,Demanda,peninsular
2015-10-18,701.795134,Demanda,region de murcia
2015-10-19,714.1505060000001,Demanda,aragon
2015-10-20,708.0635100000001,Demanda,region de murcia
2015-10-21,706.492648,Demanda,comunidad de navarra
2015-10-22,705.365625,Demanda,comunidad de valenciana
2015-10-23,632.451637,Demanda,baleares
2015-10-24,606.24824,Demanda,region de murcia
2015-10-25,698.714377,Demanda,melilla
2015-10-26,714.045704,Demanda,castilla y leon
2015-10-27,712.96878,Demanda,la rioja
2015-10-28,713.79741,Demanda,cantabria
2015-10-29,705.3474259999999,Demanda,principado de asturias
2015-10-30,631.421414,Demanda,la rioja
2015-10-31,577.4437780000001,Demanda,peninsular
2015-11-01,662.810755,Demanda,comunidad de navarra
2015-11-02,713.156063,Demanda,ceuta
2015-11-03,717.8480470000001,Demanda,ceuta
2015-11-04,712.96618,Demanda,comunidad de madrid
2015-11-05,709.440852,Demanda,la rioja
2015-11-06,631.2901139999999,Demanda,la rioja
2015-11-07,580.7300600000001,Demanda,canarias
2015-11-08,682.737263,Demanda,castilla la mancha
2015-11-09,708.2844379999999,Demanda,pais vasco
2015-11-10,712.1599229999999,Demanda,comunidad de navarra
2015-11-11,714.7825969999999,Demanda,canarias
2015-11-12,714.253807,Demanda,la rioja
2015-11-13,635.005213,Demanda,cantabria
2015-11-14,590.681619,Demanda,castilla la mancha
2015-11-15,710.388594,Demanda,castilla la mancha
2015-11-16,732.3219,Demanda,la rioja
2015-11-17,734.600621,Demanda,ceuta
2015-11-18,729.8654769999999,Demanda,pais vasco
2015-11-19,727.648544,Demanda,principado de asturias
2015-11-20,658.982079,Demanda,principado de asturias
2015-11-21,621.390199,Demanda,castilla la mancha
2015-11-22,761.047095,Demanda,comunidad de navarra
2015-11-23,792.6671530000001,Demanda,castilla la mancha
2015-11-24,786.283895,Demanda,peninsular
2015-11-25,777.027662,Demanda,castilla y leon
2015-11-26,765.60174,Demanda,la rioja
2015-11-27,688.310998,Demanda,baleares
2015-11-28,640.782551,Demanda,comunidad de valenciana
2015-11-29,771.6096289999999,Demanda,extremadura
2015-11-30,790.099773,Demanda,castilla y leon
2015-12-01,791.699766,Demanda,castilla la mancha
2015-12-02,783.002667,Demanda,melilla
2015-12-03,771.917122,Demanda,peninsular
2015-12-04,695.778905,Demanda,region de murcia
2015-12-05,640.414626,Demanda,ceuta
2015-12-06,677.337078,Demanda,comunidad de valenciana
2015-12-07,648.1868320000001,Demanda,ceuta
2015-12-08,756.864691,Demanda,castilla y leon
2015-12-09,773.3000400000001,Demanda,la rioja
2015-12-10,773.033866,Demanda,la rioja
2015-12-11,701.968104,Demanda,castilla y leon
2015-12-12,657.0193760000001,Demanda,cataluña
2015-12-13,776.425684,Demanda,aragon
2015-12-14,780.96344,Demanda,peninsular
2015-12-15,772.292239,Demanda,principado de asturias
2015-12-16,770.585858,Demanda,cataluña
2015-12-17,755.42725,Demanda,aragon
2015-12-18,688.717004,Demanda,principado de asturias
2015-12-19,640.402405,Demanda,castilla y leon
2015-12-20,744.705501,Demanda,comunidad de navarra
2015-12-21,753.394497,Demanda,melilla
2015-12-22,737.1457240000001,Demanda,principado de asturias
2015-12-23,649.6219470000001,Demanda,andalucia
2015-12-24,552.928567,Demanda,cantabria
2015-12-25,609.6713739999999,Demanda,castilla la mancha
2015-12-26,607.4234939999999,Demanda,la rioja
2015-12-27,691.856429,Demanda,comunidad de madrid
2015-12-28,688.847584,Demanda,castilla y leon
2015-12-29,686.4696670000001,Demanda,region de murcia
2015-12-30,635.2323170000001,Demanda,castilla la mancha
2015-12-31,549.334251,Demanda,galicia
2016-01-01,614.370924,Demanda,galicia
2016-01-02,619.728026,Demanda,region de murcia
2016-01-03,704.966605,Demanda,galicia
2016-01-04,701.386909,Demanda,region de murcia
2016-01-05,619.9940740000001,Demanda,baleares
2016-01-06,749.294848,Demanda,pais vasco
2016-01-07,750.1602780000001,Demanda,galicia
2016-01-08,685.1003370000001,Demanda,melilla
2016-01-09,648.714619,Demanda,principado de asturias
2016-01-10,761.50475,Demanda,comunidad de navarra
2016-01-11,778.891307,Demanda,cataluña
2016-01-12,795.087713,Demanda,extremadura
2016-01-13,802.4273959999999,Demanda,la rioja
2016-01-14,796.8462099999999,Demanda,baleares
2016-01-15,726.14103,Demanda,pais vasco
2016-01-16,690.103083,Demanda,canarias
2016-01-17,809.652278,Demanda,comunidad de valenciana
2016-01-18,817.453121,Demanda,aragon
2016-01-19,812.592743,Demanda,la rioja
2016-01-20,810.913591,Demanda,aragon
2016-01-21,797.248912,Demanda,peninsular
2016-01-22,704.7744449999999,Demanda,comunidad de navarra
2016-01-23,649.539394,Demanda,castilla la mancha
2016-01-24,764.5308190000001,Demanda,principado de asturias
2016-01-25,783.129126,Demanda,galicia
2016-01-26,782.454402,Demanda,castilla la mancha
2016-01-27,781.220285,Demanda,region de murcia
2016-01-28,776.149051,Demanda,andalucia
2016-01-29,701.070736,Demanda,comunidad de valenciana
2016-01-30,648.243321,Demanda,peninsular
2016-01-31,755.604833,Demanda,castilla y leon
2016-02-01,771.162157,Demanda,region de murcia
2016-02-02,774.920755,Demanda,comunidad de navarra
2016-02-03,779.6363349999999,Demanda,andalucia
2016-02-04,778.4404000000001,Demanda,aragon
2016-02-05,708.475865,Demanda,principado de asturias
2016-02-06,654.892273,Demanda,comunidad de navarra
2016-02-07,764.576899,Demanda,baleares
2016-02-08,776.2964000000001,Demanda,principado de asturias
2016-02-09,779.057216,Demanda,melilla
2016-02-10,770.145265,Demanda,extremadura
2016-02-11,772.155474,Demanda,castilla y leon
2016-02-12,694.719829,Demanda,andalucia
2016-02-13,648.9842610000001,Demanda,melilla
2016-02-14,783.87449,Demanda,comunidad de navarra
2016-02-15,804.822875,Demanda,galicia
2016-02-16,819.6177809999999,Demanda,comunidad de madrid
2016-02-17,823.8913220000001,Demanda,aragon
2016-02-18,809.709545,Demanda,la rioja
2016-02-19,719.8905820000001,Demanda,melilla
2016-02-20,661.9953909999999,Demanda,comunidad de navarra
2016-02-21,769.23613,Demanda,cantabria
2016-02-22,775.844287,Demanda,comunidad de valenciana
2016-02-23,782.909849,Demanda,peninsular
2016-02-24,773.022654,Demanda,comunidad de madrid
2016-02-25,787.433867,Demanda,comunidad de madrid
2016-02-26,730.65205,Demanda,comunidad de navarra
2016-02-27,671.872845,Demanda,melilla
2016-02-28,766.5647879999999,Demanda,la rioja
2016-02-29,782.435271,Demanda,cantabria
2016-03-01,780.440745,Demanda,aragon
2016-03-02,776.053071,Demanda,canarias
2016-03-03,776.287283,Demanda,extremadura
2016-03-04,701.814836,Demanda,aragon
2016-03-05,657.322151,Demanda,pais vasco
2016-03-06,797.057198,Demanda,andalucia
2016-03-07,800.6209640000001,Demanda,pais vasco
2016-03-08,813.456131,Demanda,aragon
2016-03-09,806.943774,Demanda,comunidad de navarra
2016-03-10,790.478931,Demanda,comunidad de valenciana
2016-03-11,707.083567,Demanda,pais vasco
2016-03-12,655.003476,Demanda,principado de asturias
2016-03-13,780.217235,Demanda,aragon
2016-03-14,792.7561019999999,Demanda,pais vasco
2016-03-15,788.1276770000001,Demanda,castilla la mancha
2016-03-16,785.9519200000001,Demanda,comunidad de valenciana
2016-03-17,776.984922,Demanda,canarias
2016-03-18,695.0029949999999,Demanda,andalucia
2016-03-19,644.667695,Demanda,region de murcia
2016-03-20,758.215411,Demanda,la rioja
2016-03-21,758.874659,Demanda,canarias
2016-03-22,742.133988,Demanda,galicia
2016-03-23,645.171744,Demanda,comunidad de navarra
2016-03-24,601.008215,Demanda,aragon
2016-03-25,622.0664840000001,Demanda,comunidad de navarra
2016-03-26,563.666749,Demanda,ceuta
2016-03-27,652.080331,Demanda,melilla
2016-03-28,717.4093519999999,Demanda,castilla y leon
2016-03-29,722.449298,Demanda,andalucia
2016-03-30,737.9271729999999,Demanda,castilla la mancha
2016-03-31,741.45889,Demanda,comunidad de madrid
2016-04-01,672.6552399999999,Demanda,castilla la mancha
2016-04-02,629.0694,Demanda,castilla la mancha
2016-04-03,744.085306,Demanda,comunidad de navarra
2016-04-04,760.497377,Demanda,galicia
2016-04-05,745.920411,Demanda,aragon
2016-04-06,738.810264,Demanda,andalucia
2016-04-07,741.0918469999999,Demanda,baleares
2016-04-08,663.840188,Demanda,comunidad de madrid
2016-04-09,618.58905,Demanda,ceuta
2016-04-10,733.820471,Demanda,extremadura
2016-04-11,749.723748,Demanda,canarias
2016-04-12,737.981093,Demanda,comunidad de navarra
2016-04-13,734.6560400000001,Demanda,melilla
2016-04-14,725.628052,Demanda,pais vasco
2016-04-15,656.666187,Demanda,andalucia
2016-04-16,600.865508,Demanda,comunidad de madrid
2016-04-17,708.7286439999999,Demanda,canarias
2016-04-18,730.8796169999999,Demanda,pais vasco
2016-04-19,734.992037,Demanda,andalucia
2016-04-20,725.975418,Demanda,ceuta
2016-04-21,718.425772,Demanda,ceuta
2016-04-22,639.355867,Demanda,la rioja
2016-04-23,588.25841,Demanda,melilla
2016-04-24,696.704796,Demanda,la rioja
2016-04-25,710.8696580000001,Demanda,region de murcia
2016-04-26,717.645536,Demanda,canarias
2016-04-27,717.950891,Demanda,galicia
2016-04-28,713.568969,Demanda,ceuta
2016-04-29,637.483106,Demanda,aragon
2016-04-30,563.400989,Demanda,aragon
2016-05-01,643.269665,Demanda,comunidad de madrid
2016-05-02,700.908897,Demanda,comunidad de navarra
2016-05-03,706.336716,Demanda,peninsular
2016-05-04,709.504363,Demanda,region de murcia
2016-05-05,710.2290849999999,Demanda,cataluña
2016-05-06,639.2343549999999,Demanda,ceuta
2016-05-07,593.675127,Demanda,pais vasco
2016-05-08,705.1323199999999,Demanda,comunidad de valenciana
2016-05-09,720.107983,Demanda,la rioja
2016-05-10,718.238093,Demanda,castilla y leon
2016-05-11,717.601264,Demanda,comunidad de madrid
2016-05-12,711.5520919999999,Demanda,galicia
2016-05-13,635.3503639999999,Demanda,aragon
2016-05-14,579.221135,Demanda,melilla
2016-05-15,650.838585,Demanda,la rioja
2016-05-16,692.297232,Demanda,cantabria
2016-05-17,707.38595,Demanda,comunidad de valenciana
2016-05-18,706.5834080000001,Demanda,canarias
2016-05-19,707.601689,Demanda,castilla la mancha
2016-05-20,641.3447140000001,Demanda,comunidad de navarra
2016-05-21,589.691238,Demanda,melilla
2016-05-22,688.90512,Demanda,comunidad de navarra
2016-05-23,706.6043090000001,Demanda,baleares
2016-05-24,712.517096,Demanda,galicia
2016-05-25,709.833502,Demanda,canarias
2016-05-26,709.426086,Demanda,principado de asturias
2016-05-27,641.484124,Demanda,cantabria
2016-05-28,584.0349209999999,Demanda,comunidad de madrid
2016-05-29,687.161189,Demanda,cantabria
2016-05-30,704.587279,Demanda,baleares
2016-05-31,709.821213,Demanda,galicia
2016-06-01,714.2238199999999,Demanda,galicia
2016-06-02,716.319971,Demanda,pais vasco
2016-06-03,646.944397,Demanda,pais vasco
2016-06-04,597.0533,Demanda,comunidad de madrid
2016-06-05,713.229237,Demanda,andalucia
2016-06-06,742.877039,Demanda,peninsular
2016-06-07,757.700186,Demanda,comunidad de valenciana
2016-06-08,768.283205,Demanda,canarias
2016-06-09,757.204213,Demanda,comunidad de valenciana
2016-06-10,673.474394,Demanda,melilla
2016-06-11,618.100688,Demanda,comunidad de madrid
2016-06-12,757.302953,Demanda,pais vasco
2016-06-13,769.25656,Demanda,castilla la mancha
2016-06-14,756.149223,Demanda,region de murcia
2016-06-15,719.361642,Demanda,baleares
2016-06-16,713.638415,Demanda,comunidad de navarra
2016-06-17,653.385417,Demanda,region de murcia
2016-06-18,601.7057070000001,Demanda,cataluña
2016-06-19,717.719773,Demanda,ceuta
2016-06-20,748.6390359999999,Demanda,cantabria
2016-06-21,758.119967,Demanda,baleares
2016-06-22,754.4543120000001,Demanda,aragon
2016-06-23,718.6492290000001,Demanda,region de murcia
2016-06-24,685.908782,Demanda,region de murcia
2016-06-25,625.08091,Demanda,comunidad de navarra
2016-06-26,751.3537120000001,Demanda,extremadura
2016-06-27,778.861467,Demanda,cataluña
2016-06-28,780.388228,Demanda,la rioja
2016-06-29,785.07865,Demanda,galicia
2016-06-30,780.8376380000001,Demanda,andalucia
2016-07-01,706.129917,Demanda,melilla
2016-07-02,656.564101,Demanda,castilla y leon
2016-07-03,773.366894,Demanda,pais vasco
2016-07-04,799.50567,Demanda,principado de asturias
2016-07-05,804.016097,Demanda,la rioja
2016-07-06,791.60863,Demanda,melilla
2016-07-07,800.680755,Demanda,principado de asturias
2016-07-08,732.130485,Demanda,comunidad de valenciana
2016-07-09,681.645652,Demanda,melilla
2016-07-10,819.6841850000001,Demanda,la rioja
2016-07-11,820.24674,Demanda,comunidad de madrid
2016-07-12,791.222123,Demanda,andalucia
2016-07-13,775.029946,Demanda,principado de asturias
2016-07-14,764.830789,Demanda,canarias
2016-07-15,693.162532,Demanda,aragon
2016-07-16,641.482386,Demanda,aragon
2016-07-17,779.960407,Demanda,peninsular
2016-07-18,806.888322,Demanda,cataluña
2016-07-19,822.375658,Demanda,cataluña
2016-07-20,823.543175,Demanda,cataluña
2016-07-21,800.629932,Demanda,galicia
2016-07-22,704.385142,Demanda,peninsular
2016-07-23,647.5200550000001,Demanda,cantabria
2016-07-24,752.032203,Demanda,galicia
2016-07-25,818.352397,Demanda,comunidad de valenciana
2016-07-26,822.44975,Demanda,la rioja
2016-07-27,820.121774,Demanda,andalucia
2016-07-28,815.377908,Demanda,galicia
2016-07-29,732.7183,Demanda,extremadura
2016-07-30,664.77094,Demanda,la rioja
2016-07-31,777.384598,Demanda,principado de asturias
2016-08-01,795.3944329999999,Demanda,canarias
2016-08-02,803.662631,Demanda,aragon
2016-08-03,804.104371,Demanda,peninsular
2016-08-04,784.604624,Demanda,aragon
2016-08-05,697.9861999999999,Demanda,pais vasco
2016-08-06,643.890722,Demanda,peninsular
2016-08-07,751.791103,Demanda,cantabria
2016-08-08,762.030919,Demanda,cantabria
2016-08-09,733.011752,Demanda,melilla
2016-08-10,727.538224,Demanda,cataluña
2016-08-11,730.090998,Demanda,canarias
2016-08-12,669.4867830000001,Demanda,baleares
